instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2024-02-28 00:00:00,2029.97,2033.57,2028.95,2030.74,2031.8148128257812,2030.723704096032,1,0,-23.043480749905925,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-28 04:00:00,2030.73,2031.91,2027.63,2027.9,2031.103028675639,2030.4547798964102,1,0,-49.91941346278193,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-28 08:00:00,2027.89,2029.1,2024.33,2027.07,2030.3697507346137,2030.132419906276,1,-1,-48.683919490402936,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-28 12:00:00,2027.06,2037.7,2026.71,2031.63,2030.598886964684,2030.2750465818688,1,0,19.477752167331076,0,|,-1.0,0.0,0.0,2030.132419906276,0.0,0.0
18 - gold,2024-02-28 16:00:00,2031.61,2035.44,2030.64,2031.96,2030.8463620620141,2030.4355183359764,1,0,21.381290114386903,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-28 20:00:00,2032.03,2035.44,2031.91,2034.51,2031.5124780507388,2030.8235642087404,1,1,47.019901158151576,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-29 00:00:00,2034.5,2036.92,2033.79,2036.4,2032.4011184051496,2031.3546533317176,1,1,57.15544473810733,1,|,1.0,0.0,0.0,2030.8235642087404,0.0,0.0
18 - gold,2024-02-29 04:00:00,2036.44,2037.64,2034.21,2037.14,2033.2627332405768,2031.9056387286969,1,1,53.26791286772195,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-29 08:00:00,2037.1,2037.3,2028.64,2030.11,2032.6895090150174,2031.73462551644,1,0,-41.62947013848827,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-29 12:00:00,2030.13,2050.54,2027.9,2047.92,2035.458689194105,2033.2760897529695,1,0,69.13354992878327,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-29 16:00:00,2048.01,2048.18,2043.1,2044.28,2037.062563886086,2034.3240812050676,1,1,55.483517015109506,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-02-29 20:00:00,2044.26,2045.28,2042.67,2044.09,2038.3402795431614,2035.2541687093467,1,1,51.06352419440261,1,|,1.0,0.0,0.0,2034.3240812050676,0.0,0.0
18 - gold,2024-03-01 00:00:00,2044.12,2046.65,2042.62,2046.38,2039.8020468989503,2036.3137716894091,1,1,57.96153894559838,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-01 04:00:00,2046.37,2048.64,2043.26,2045.23,2040.7889474627773,2037.1629362904177,1,1,48.284717603519546,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-01 08:00:00,2045.32,2057.31,2038.86,2055.19,2043.4073206513633,2038.879799500854,1,0,69.78474300422532,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-01 12:00:00,2055.2,2070.74,2045.35,2069.05,2048.069625987479,2041.753151929344,1,0,73.11541100435052,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-01 16:00:00,2069.06,2088.12,2069.04,2085.09,2054.8006030806646,2045.880470793216,1,1,72.65404966834254,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-01 20:00:00,2085.03,2085.18,2082.6,2083.35,2059.991402520544,2049.4489973843383,1,1,66.76113662724875,1,|,1.0,0.0,0.0,2045.880470793216,0.0,0.0
18 - gold,2024-03-03 20:00:00,2083.08,2086.06,2082.27,2083.39,2064.245692971354,2052.681473823925,1,1,65.33564295779539,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 00:00:00,2083.36,2084.24,2079.28,2081.29,2067.3446578856533,2055.4060953645035,1,1,57.83235125899907,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 04:00:00,2081.28,2088.15,2080.09,2087.22,2070.958356451898,2058.435991044075,1,1,62.64566985570761,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 08:00:00,2087.21,2087.31,2081.69,2081.93,2072.953200733371,2060.6735157065436,1,1,48.071992579111196,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 12:00:00,2081.92,2109.14,2080.98,2108.89,2079.487164236394,2065.26556182973,1,1,73.95989868282746,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 16:00:00,2108.82,2119.71,2107.51,2116.13,2086.1494980115954,2070.1097940364225,1,1,75.45144809529468,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-04 20:00:00,2116.12,2118.35,2113.44,2114.39,2091.28413473676,2074.326956509144,1,1,72.72315085983014,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 00:00:00,2114.38,2116.64,2110.22,2112.78,2095.192473875531,2077.989151127321,1,1,67.47134800996535,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 04:00:00,2112.77,2119.53,2112.4,2114.26,2098.6592968072528,2081.443517686624,1,1,66.6990924627636,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 08:00:00,2114.27,2127.12,2114.27,2124.29,2103.3194246604794,2085.524135049803,1,1,72.4859573232856,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 12:00:00,2124.35,2141.59,2121.0,2126.44,2107.5231656313017,2089.420884092679,1,1,70.71401167303362,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 16:00:00,2126.46,2134.52,2123.51,2129.42,2111.504408243792,2093.2303237029,1,1,70.44086136105803,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-05 20:00:00,2129.42,2130.79,2126.8,2127.86,2114.4781521994664,2096.5283881121477,1,1,63.722798713761,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 00:00:00,2127.88,2127.96,2123.55,2124.6,2116.3184881632,2099.2018749586096,1,1,50.88597168554122,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 04:00:00,2124.64,2131.3,2124.6,2128.22,2118.4823994062544,2101.9655059149322,1,1,56.736669792258894,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 08:00:00,2128.28,2132.41,2124.15,2132.33,2121.0001449687534,2104.8573624944624,1,1,66.5920076684131,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 12:00:00,2132.37,2149.01,2130.88,2140.77,2124.5946640653437,2108.277613685466,1,1,75.52863166302733,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 16:00:00,2140.78,2152.0,2139.26,2144.21,2128.1610887807356,2111.6997457154216,1,1,75.68319145072793,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-06 20:00:00,2144.2,2151.19,2143.01,2147.16,2131.615436275147,2115.0769127901435,1,1,75.24254764224575,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 00:00:00,2147.15,2152.33,2144.01,2151.55,2135.239902406939,2118.5505401434634,1,1,77.7316692464692,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 04:00:00,2151.57,2161.07,2151.46,2155.82,2138.98173833295,2122.1000125107525,1,1,78.9024095276812,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 08:00:00,2155.93,2159.68,2153.09,2155.87,2142.0523313633225,2125.316201795443,1,1,77.64244221047593,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 12:00:00,2155.86,2164.41,2147.75,2153.51,2144.1355438427186,2128.001325433972,1,1,70.4388186273629,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 16:00:00,2153.5,2160.7,2149.07,2159.91,2147.0036267804057,2131.040246821213,1,1,77.61717863419696,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-07 20:00:00,2159.86,2162.41,2157.82,2161.74,2149.6829673657867,2133.96403283824,1,1,78.08807708046089,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 00:00:00,2161.7,2163.39,2153.85,2157.45,2151.0951551174617,2136.2007916155508,1,1,61.46433016367361,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 04:00:00,2157.46,2161.87,2156.17,2161.16,2152.925126914287,2138.5778590807367,1,1,65.87543171235916,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 08:00:00,2161.13,2170.92,2160.94,2168.13,2155.6896492935075,2141.3923486920953,1,1,74.28269672308133,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 12:00:00,2168.25,2185.25,2154.18,2177.01,2159.566076694688,2144.784505959515,1,0,77.91500366435646,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 16:00:00,2176.98,2194.93,2168.11,2176.19,2162.5886082047446,2147.7755053919423,1,1,75.46459386881662,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-08 20:00:00,2176.24,2178.0,2175.53,2177.48,2165.2961339857,2150.604504878424,1,1,75.50884338509611,1,|,1.0,0.0,0.0,2147.7755053919423,0.0,0.0
18 - gold,2024-03-10 20:00:00,2180.43,2183.69,2177.04,2181.45,2168.233200533755,2153.542171080479,1,1,76.7482065890911,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 00:00:00,2181.49,2188.87,2176.67,2179.35,2170.254436800345,2156.0000595490046,1,1,70.96713315918976,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 04:00:00,2179.35,2182.57,2176.65,2182.08,2172.404539200282,2158.4838634014804,1,1,71.84908964319568,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 08:00:00,2182.13,2182.88,2175.71,2178.77,2173.561895709322,2160.4158764108633,1,1,54.50215870201661,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 12:00:00,2178.77,2185.52,2174.69,2184.14,2175.4851873985363,2162.675316752686,1,0,68.11778822147411,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 16:00:00,2184.13,2184.51,2176.99,2181.19,2176.5224260533478,2164.4386199190967,1,1,49.82722550150571,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-11 20:00:00,2181.02,2184.6,2180.6,2183.46,2177.7838031345573,2166.250179926802,1,1,53.71552372114834,1,|,1.0,0.0,0.0,2164.4386199190967,0.0,0.0
18 - gold,2024-03-12 00:00:00,2183.47,2184.34,2176.66,2177.27,2177.6903843828195,2167.29968660044,1,0,-5.438211344794635,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-12 04:00:00,2177.26,2179.07,2173.4,2176.82,2177.532132676852,2168.206383114684,1,0,-8.507247572376013,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-12 08:00:00,2176.81,2178.89,2170.41,2171.76,2176.4826540083336,2168.5448228180476,1,0,-40.424869828899105,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-12 12:00:00,2171.75,2181.81,2152.48,2162.83,2174.000353279546,2168.0005539782337,1,0,-58.77216005822726,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2024-03-12 16:00:00,2162.82,2166.34,2150.42,2157.19,2170.9439254105378,2166.970977408878,1,-1,-59.60879341647704,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
