instrumentid,fromdate,open,high,low,close,ema_10,ema_20,trend,dl_trend,angle,opt_dl_trend,|,ent_sig,ext_sig,set_tp,set_sl,upd_tp,upd_sl
18 - gold,2023-10-20 00:00:00,1977.02,1981.78,1971.82,1977.54,1977.54,1977.54,-1,0,,0,|,,,,,,
18 - gold,2023-10-20 04:00:00,1977.57,1981.96,1973.89,1979.98,1978.882,1978.821,1,0,,0,|,0.0,,0.0,0.0,0.0,0.0
18 - gold,2023-10-20 08:00:00,1979.99,1985.7,1976.24,1977.12,1978.173687707641,1978.196402997502,-1,0,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-20 12:00:00,1977.1,1997.02,1973.08,1991.41,1982.534462871287,1982.0109641521194,1,0,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-20 16:00:00,1991.4,1992.26,1974.18,1979.52,1981.6690925668122,1981.4084211213667,1,0,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-20 20:00:00,1979.5,1980.25,1978.75,1978.82,1980.9290848143726,1980.8623824971128,1,-1,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-22 20:00:00,1971.54,1978.45,1968.86,1971.4,1978.632958166652,1979.0732801780052,-1,-1,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 00:00:00,1971.39,1974.6,1964.16,1973.51,1977.4674604948068,1978.1116392449223,-1,-1,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 04:00:00,1973.53,1979.55,1972.54,1979.27,1977.859630012588,1978.2974459741447,-1,0,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 08:00:00,1979.26,1982.61,1975.11,1979.17,1978.1348813068628,1978.4288450499027,-1,0,,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 12:00:00,1979.16,1981.74,1969.91,1975.15,1977.525107372683,1977.9609773870332,-1,0,-18.51257275659778,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 16:00:00,1975.16,1979.17,1970.97,1973.06,1976.6329870916743,1977.293326281265,-1,0,-26.691961073865965,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-23 20:00:00,1973.03,1973.64,1971.27,1973.4,1975.9984511366247,1976.7838299126936,-1,-1,-19.6986394018821,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 00:00:00,1973.37,1980.67,1972.21,1976.7,1976.1341821483518,1976.7732369757405,-1,0,9.721659116138818,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 04:00:00,1976.66,1978.99,1974.3,1975.16,1975.94787529896,1976.5755379278735,-1,0,-13.111785779426787,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 08:00:00,1975.14,1975.77,1953.28,1963.51,1973.5914141386033,1975.0169467702012,-1,0,-67.40833872548417,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 12:00:00,1963.52,1969.9,1958.86,1969.59,1972.8390604492542,1974.3847701892296,-1,-1,-42.7220982500015,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 16:00:00,1969.6,1977.42,1968.7,1972.52,1972.779439953138,1974.17206604982,-1,0,-4.255586211869486,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-24 20:00:00,1972.49,1973.21,1969.8,1972.66,1972.757233104133,1974.0027799963236,-1,0,-1.6704102573718613,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 00:00:00,1972.64,1976.82,1970.68,1973.05,1972.8114431101103,1973.8978638713509,-1,0,4.19529196667218,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 04:00:00,1973.04,1975.79,1968.12,1970.98,1972.473456027258,1973.5812711478102,-1,0,-24.522827917106635,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 08:00:00,1971.0,1976.27,1969.26,1974.51,1972.8482710799303,1973.6807206159842,-1,0,25.813257066749934,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 12:00:00,1974.52,1987.09,1962.88,1981.04,1974.3525657961077,1974.459537951542,-1,0,57.25056208050147,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 16:00:00,1981.05,1985.47,1976.38,1980.62,1975.5014029568704,1975.1046552365472,1,1,47.52266997126487,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-25 20:00:00,1980.63,1983.99,1977.51,1982.8,1976.837271950316,1975.902935468958,1,1,49.5567021488696,1,|,1.0,0.0,0.0,1975.1046552365472,0.0,0.0
18 - gold,2023-10-26 00:00:00,1982.79,1987.2,1982.21,1986.99,1978.693284319096,1977.0433666819324,1,1,64.52601877516534,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-26 04:00:00,1987.04,1989.91,1983.78,1989.9,1980.7399470165988,1978.3558130487227,1,1,66.6585454476287,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-26 08:00:00,1989.89,1993.25,1982.29,1984.44,1981.415134222809,1978.9726838180843,1,1,38.99867462317181,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-26 12:00:00,1984.43,1986.49,1971.61,1980.06,1981.1680124190266,1979.0822519582275,1,0,-15.980925131191992,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-26 16:00:00,1980.04,1989.23,1979.53,1984.23,1981.7260932218314,1979.5981336888347,1,0,34.05237547258649,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-26 20:00:00,1984.21,1986.57,1983.23,1984.19,1982.174968488864,1980.0560287998226,1,1,31.685727780369664,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-27 00:00:00,1984.23,1988.66,1982.71,1987.7,1983.1811560117947,1980.8148758348004,1,0,55.30735753422092,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-27 04:00:00,1987.66,1989.81,1985.65,1987.17,1983.9073666617953,1981.443238000316,1,1,46.825105080239,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-27 08:00:00,1987.16,1987.72,1979.76,1981.67,1983.5001293785504,1981.4655778215476,1,0,-26.986822365211456,0,|,1.0,0.0,0.0,1981.443238000316,0.0,0.0
18 - gold,2023-10-27 12:00:00,1981.62,1985.99,1976.65,1979.72,1982.8122203898774,1981.2941713862529,1,0,-37.425745976575364,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-27 16:00:00,1979.74,2009.17,1978.97,2006.83,1987.1822741973886,1983.7942619079893,1,0,71.47922724039974,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-27 20:00:00,2006.84,2007.0,2005.02,2005.52,1990.5183953929543,1985.9156667197883,1,1,63.978271350692445,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-29 20:00:00,2006.25,2006.44,1996.73,2002.59,1992.7143038854933,1987.5399191885024,1,1,52.78275207571445,1,|,1.0,0.0,0.0,1985.9156667197883,0.0,0.0
18 - gold,2023-10-30 00:00:00,2002.63,2006.58,2001.34,2001.92,1994.388735175446,1988.9376515286308,1,1,46.28611927266707,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-30 04:00:00,2001.91,2002.51,1993.17,1993.47,1994.2216378452024,1989.37732991575,1,0,-5.765805761373028,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-30 08:00:00,1993.84,1997.21,1990.77,1995.56,1994.4650414571965,1989.976044038785,1,0,8.306527935077526,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-30 12:00:00,1995.58,2002.39,1991.84,1998.95,1995.2806667781076,1990.8436715608354,1,0,26.016532087827606,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-30 16:00:00,1998.98,2000.42,1994.5,1995.71,1995.35874132926,1991.3134832438461,1,0,2.6231438476942373,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-30 20:00:00,1995.7,1996.51,1993.8,1995.38,1995.3626071078781,1991.7055666507217,1,0,0.13286166633118318,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 00:00:00,1995.16,1997.11,1991.47,1991.99,1994.7493323815409,1991.7329586986048,1,0,-20.299860435802515,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 04:00:00,1991.97,1997.46,1990.44,1996.08,1994.9912956536102,1992.1511501164698,1,0,11.03675885132479,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 08:00:00,1996.07,2000.19,1994.91,1999.75,1995.8565839846435,1992.881466531298,1,0,45.04366094273955,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 12:00:00,1999.72,2007.65,1992.25,1994.05,1995.5280926257906,1992.9936751900107,1,0,-26.057484061227484,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 16:00:00,1994.03,1994.6,1978.64,1984.66,1993.5519697482496,1992.194061751249,1,0,-67.74576907898174,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-10-31 20:00:00,1984.6,1985.98,1982.96,1983.49,1991.7224403818373,1991.3595036976421,1,-1,-61.81579556661071,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-01 00:00:00,1983.5,1983.8,1976.72,1976.9,1989.0273544129652,1989.973996901232,-1,-1,-65.54403649906557,-1,|,-1.0,0.0,0.0,1991.3595036976421,0.0,0.0
18 - gold,2023-11-01 04:00:00,1976.95,1980.94,1975.04,1976.91,1986.8241343138154,1988.7229350436464,-1,-1,-60.91640039180739,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-01 08:00:00,1976.87,1984.99,1976.87,1983.25,1986.1742760848902,1988.1990999028199,-1,-1,-28.73091655826437,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-01 12:00:00,1983.24,1992.63,1978.15,1979.04,1984.8771094582169,1987.3228648833592,-1,0,-48.598716179542144,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-01 16:00:00,1979.09,1982.12,1969.63,1978.38,1983.6957978140783,1986.467684545036,-1,-1,-46.17821449280424,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-01 20:00:00,1978.33,1985.57,1976.92,1984.96,1983.9256557842334,1986.3235650916006,-1,0,11.477073765156643,0,|,-1.0,0.0,0.0,1986.467684545036,0.0,0.0
18 - gold,2023-11-02 00:00:00,1984.96,1988.04,1983.13,1985.23,1984.162811833499,1986.219068051122,-1,0,13.055900990544897,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-02 04:00:00,1985.19,1986.47,1983.46,1985.28,1984.3659387455232,1986.1293627223101,-1,0,10.620327320103117,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-02 08:00:00,1985.15,1990.2,1984.33,1988.34,1985.088500549369,1986.3404750958653,-1,0,31.538913608178056,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-02 12:00:00,1988.35,1990.82,1978.63,1980.99,1984.343314233311,1985.8296461455002,-1,0,-33.50833844193537,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-02 16:00:00,1981.0,1986.48,1978.79,1985.25,1984.508166986932,1985.7743182877734,-1,0,10.191931965936858,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-02 20:00:00,1985.26,1986.34,1984.17,1984.76,1984.5539549883908,1985.6775211167924,-1,0,3.8156000683731013,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-03 00:00:00,1984.77,1987.67,1983.02,1985.73,1984.7677820453343,1985.6825282520783,-1,0,17.4137403842564,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-03 04:00:00,1985.63,1989.02,1984.45,1986.36,1985.0572769845592,1985.7471561818938,-1,0,27.51933275357661,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-03 08:00:00,1986.18,1990.16,1985.99,1987.45,1985.4923184742104,1985.9095746488304,-1,1,49.38049988248632,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-03 12:00:00,1987.47,2003.87,1985.67,1991.53,1986.590080695181,1986.4455784107113,1,0,66.66631190921035,0,|,1.0,0.0,0.0,1985.9095746488304,0.0,0.0
18 - gold,2023-11-03 16:00:00,1991.64,1994.95,1989.08,1992.56,1987.6755221411179,1987.0286179448456,1,1,63.58624206747273,1,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-03 20:00:00,1992.48,1992.77,1991.82,1992.47,1988.5472464213465,1987.547419365378,1,1,57.29282186021293,1,|,1.0,0.0,0.0,1987.0286179448456,0.0,0.0
18 - gold,2023-11-05 20:00:00,1992.25,1992.58,1986.93,1988.32,1988.5059288501268,1987.6210722735502,1,0,-4.177196269447606,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-06 00:00:00,1988.29,1992.96,1981.71,1985.01,1987.8703049185322,1987.3721730790976,1,0,-49.496909773191376,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-06 04:00:00,1984.9,1985.18,1982.09,1983.24,1987.0284307504876,1986.9783097272448,1,-1,-51.823538820742236,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-06 08:00:00,1983.22,1988.16,1982.66,1987.53,1987.1196252079246,1987.030890678992,1,0,7.86091857417676,0,|,-1.0,0.0,0.0,1986.9783097272448,0.0,0.0
18 - gold,2023-11-06 12:00:00,1987.5,1988.87,1980.93,1980.94,1985.996056500058,1986.4504161011337,-1,0,-54.80770339647406,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-06 16:00:00,1980.97,1984.27,1979.02,1980.15,1984.9331367585019,1985.8500117332023,-1,-1,-50.63018098953896,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-06 20:00:00,1980.1,1980.12,1975.56,1976.53,1983.405293267059,1984.9619034343198,-1,-1,-57.4538952803365,-1,|,-1.0,0.0,0.0,1985.8500117332023,0.0,0.0
18 - gold,2023-11-07 00:00:00,1976.56,1976.84,1972.1,1972.39,1981.4025121963755,1983.7639835875225,-1,-1,-63.330671949757544,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-07 04:00:00,1972.47,1974.07,1967.08,1969.18,1979.1802368188326,1982.3744075625777,-1,-1,-66.57659042356354,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-07 08:00:00,1969.16,1970.05,1962.48,1963.73,1976.371102404204,1980.5980265767648,-1,-1,-71.59438265762759,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-07 12:00:00,1963.7,1967.04,1956.5,1963.19,1973.9745380183024,1978.939508439593,-1,-1,-69.38354350732902,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-07 16:00:00,1963.17,1969.68,1961.57,1967.24,1972.750076429833,1977.8248981186412,-1,-1,-54.90002715580712,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-07 20:00:00,1967.25,1969.22,1966.74,1968.79,1972.0300624706683,1976.9641721273517,-1,-1,-39.54993746546301,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-08 00:00:00,1968.78,1970.85,1967.15,1967.61,1971.2264146913499,1976.073055512296,-1,-1,-47.99215285451666,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-08 04:00:00,1967.55,1968.96,1964.8,1967.49,1970.5470665259645,1975.2554198604528,-1,-1,-41.500177398387606,0,|,-1.0,0.0,0.0,1976.073055512296,0.0,0.0
18 - gold,2023-11-08 08:00:00,1967.42,1968.84,1959.31,1964.28,1969.4075998304193,1974.209908319541,-1,-1,-56.19725923444966,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-08 12:00:00,1964.29,1966.48,1950.79,1955.25,1966.833490669682,1972.4038378847506,-1,-1,-72.16724149845358,-1,|,-1.0,0.0,0.0,1974.209908319541,0.0,0.0
18 - gold,2023-11-08 16:00:00,1955.24,1957.76,1947.32,1947.98,1963.4055831655178,1970.0773328263977,-1,-1,-73.75018471706474,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-08 20:00:00,1947.97,1951.82,1947.22,1950.64,1961.0845679837553,1968.2258520724497,-1,-1,-66.60303571913568,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 00:00:00,1950.65,1954.4,1947.59,1949.11,1958.907373758259,1966.4050222812846,-1,-1,-66.36161213443593,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 04:00:00,1949.18,1950.31,1947.89,1949.14,1957.131487589273,1964.7605118117883,-1,-1,-62.46872974071678,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 08:00:00,1949.13,1949.55,1944.54,1948.63,1955.5857625508795,1963.2240844002902,-1,-1,-59.41860679691122,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 12:00:00,1948.65,1964.74,1944.57,1962.78,1956.8938057387916,1963.1817859603282,-1,0,45.136252730521754,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 16:00:00,1962.77,1965.39,1955.98,1958.23,1957.136750152252,1962.710140007116,-1,0,9.821441745069917,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-09 20:00:00,1958.3,1959.91,1956.71,1958.94,1957.4646137635084,1962.3510464780345,-1,0,12.371760572293363,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-10 00:00:00,1958.93,1960.61,1956.21,1959.27,1957.7928658086162,1962.0575893938658,-1,0,11.717662752977263,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-10 04:00:00,1959.26,1959.35,1953.52,1955.16,1957.3141629318059,1961.4006273317912,-1,0,-17.568628204808082,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-10 08:00:00,1955.21,1957.01,1946.96,1948.05,1955.6297696642325,1960.129053579649,-1,0,-52.83383177269366,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-10 12:00:00,1948.04,1949.01,1939.55,1941.85,1953.1243569891917,1958.3880855016007,-1,-1,-62.52598569044991,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-10 16:00:00,1941.9,1943.25,1932.94,1935.22,1949.8690193454202,1956.1814798049918,-1,-1,-65.77985606447018,-1,|,-1.0,0.0,0.0,1958.3880855016007,0.0,0.0
18 - gold,2023-11-10 20:00:00,1935.23,1937.6,1934.35,1937.1,1947.5473794589655,1954.3641055781784,-1,-1,-56.96072092280653,-1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-12 20:00:00,1939.13,1941.4,1933.89,1940.22,1946.2151286456765,1953.0169872532897,-1,-1,-41.56840861981909,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-13 00:00:00,1940.21,1941.74,1933.8,1935.12,1944.1978325250996,1951.3124428426158,-1,-1,-57.098129356711986,-1,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-13 04:00:00,1935.14,1941.03,1934.01,1938.61,1943.1818629737709,1950.1026417939072,-1,-1,-40.26507287600496,0,|,-1.0,0.0,0.0,1951.3124428426158,0.0,0.0
18 - gold,2023-11-13 08:00:00,1938.64,1940.3,1935.79,1937.81,1942.2051606138725,1948.9318749645383,-1,-1,-42.84070872281698,0,|,0.0,-1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-13 12:00:00,1937.76,1938.72,1931.51,1938.25,1941.4860405016382,1947.9145228463583,-1,-1,-39.02067473246595,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-13 16:00:00,1938.24,1949.03,1937.99,1946.05,1942.3158513201083,1947.7369443947268,-1,0,36.113649198587645,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-13 20:00:00,1946.02,1946.61,1944.99,1946.32,1943.043878353237,1947.6019939767039,-1,0,28.64287717615882,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 00:00:00,1946.37,1948.2,1944.21,1944.58,1943.323173198235,1947.3141785954492,-1,0,11.821717229021804,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 04:00:00,1944.5,1946.32,1943.57,1945.41,1943.7025962532482,1947.1328245866896,-1,0,18.648776769097733,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 08:00:00,1945.42,1947.97,1944.1,1945.76,1944.076669661867,1947.0020769964422,-1,0,20.80447866209607,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 12:00:00,1945.77,1970.72,1937.21,1964.22,1947.7390933606582,1948.6419063249134,-1,0,67.19871221578236,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 16:00:00,1964.24,1966.36,1961.48,1963.5,1950.604712750237,1950.056984053316,1,1,61.60146196698264,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-14 20:00:00,1963.58,1964.28,1962.03,1962.3,1952.7311286141992,1951.223001368054,1,1,54.91439477035724,1,|,1.0,0.0,0.0,1950.056984053316,0.0,0.0
18 - gold,2023-11-15 00:00:00,1962.29,1966.84,1961.37,1966.72,1955.2745597756148,1952.6989240897367,1,1,61.175088121813125,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-15 04:00:00,1966.73,1970.84,1965.68,1970.15,1957.9791852712717,1954.3609497502744,1,1,65.00491735976979,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-15 08:00:00,1970.14,1973.87,1969.62,1972.77,1960.6684243131144,1956.1142102222466,1,1,64.83024215000442,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-15 12:00:00,1972.81,1975.11,1955.25,1962.96,1961.0850744380348,1956.7661961196627,1,0,17.803688040226515,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-15 16:00:00,1962.98,1963.55,1958.98,1961.58,1961.1750609038522,1957.2246573975226,1,0,3.890298803915782,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-15 20:00:00,1961.57,1962.03,1958.82,1960.16,1960.9905043758695,1957.5042159132572,1,0,-7.511602852322573,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 00:00:00,1960.19,1961.97,1956.26,1961.22,1961.0322308529858,1957.85810249128,1,0,1.661167464817061,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 04:00:00,1961.21,1967.67,1960.63,1966.37,1962.002734334295,1958.6687643281161,1,0,37.34096077969211,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 08:00:00,1966.33,1968.35,1964.45,1965.38,1962.616782637168,1959.307933147964,1,1,27.385892777333904,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 12:00:00,1965.35,1986.32,1961.89,1984.76,1966.6428221577767,1961.7319515852137,1,0,69.96076101817421,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 16:00:00,1984.73,1987.77,1979.94,1983.11,1969.6368544927836,1963.7679653689129,1,1,63.175895008977555,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-16 20:00:00,1983.05,1983.9,1980.45,1982.49,1971.9737900395867,1965.5510235542358,1,1,57.58513676842136,1,|,1.0,0.0,0.0,1963.7679653689129,0.0,0.0
18 - gold,2023-11-17 00:00:00,1982.47,1986.79,1981.55,1986.55,1974.6240100324226,1967.5509334485027,1,1,60.81589291014926,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-17 04:00:00,1986.54,1987.49,1982.53,1987.49,1976.963280935643,1969.4498985040489,1,1,57.965681895476,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-17 08:00:00,1987.5,1993.3,1984.47,1988.55,1979.0699571291805,1971.2689612810493,1,1,56.95704806395656,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-17 12:00:00,1988.62,1991.46,1979.22,1983.27,1979.8336012875166,1972.411920471442,1,0,31.509201695061602,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-17 16:00:00,1983.37,1985.12,1978.35,1980.25,1979.909310144332,1973.1584060808566,1,0,3.493454539739745,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-17 20:00:00,1980.23,1980.94,1978.83,1980.04,1979.9330719362717,1973.8137974433325,1,0,1.0089086853086022,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-19 20:00:00,1977.55,1978.61,1974.0,1974.36,1978.9197861296732,1973.8658168396785,1,0,-32.59307022991313,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 00:00:00,1974.42,1984.99,1973.22,1982.04,1979.4870977424619,1974.6443118988948,1,0,22.549710364878724,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 04:00:00,1982.03,1983.28,1977.97,1978.45,1979.2985345165594,1975.0067589849302,1,0,-8.30061644456884,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 08:00:00,1978.46,1980.34,1972.1,1973.17,1978.184255513546,1974.8318292956983,1,0,-39.630944307078195,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 12:00:00,1973.18,1973.2,1965.29,1971.66,1976.9980272383536,1974.5297499056571,1,-1,-43.59594928455419,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 16:00:00,1971.77,1978.8,1971.09,1978.28,1977.2311131950169,1974.8869170193725,1,0,13.045516812251954,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-20 20:00:00,1978.26,1981.42,1976.73,1981.08,1977.9309107959236,1975.4767351006117,1,0,43.08994901927288,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-21 00:00:00,1981.07,1994.08,1980.5,1992.98,1980.667108833031,1977.1437143837263,1,0,67.11934081994468,0,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-21 04:00:00,1992.99,1993.9,1989.48,1992.2,1982.7639981361183,1978.5776476497404,1,1,57.83851439199189,1,|,0.0,0.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-21 08:00:00,1992.26,1994.1,1984.06,1987.07,1983.5469075659155,1979.3864437763948,1,1,30.604008478418336,0,|,1.0,0.0,0.0,1978.5776476497404,0.0,0.0
18 - gold,2023-11-21 12:00:00,1987.09,2007.38,1986.43,2004.08,1987.2801970993874,1981.7382127845522,1,0,66.8215846787808,0,|,0.0,1.0,0.0,0.0,0.0,0.0
18 - gold,2023-11-21 16:00:00,2004.11,2005.13,1996.06,1999.93,1989.5801612631362,1983.4707651135507,1,1,54.19935871595753,1,|,0.0,0.0,0.0,0.0,0.0,0.0
